id;name;country;city;address;latitude;longitude;geohash;lng;lat;avg_tmpr_f;avg_tmpr_c;wthr_date;year;month;day;weather_GeoHash
171798691841;Lewis River Inn;US;Woodland;1100 Lewis River Rd;45.90706;-122.74029;c20t;"";"";"";"";"";"";"";"";""
188978561024;American Star Inn and Suites Atlantic City;US;Absecon;232 E White Horse Pike;39.447342;-74.530457;dr50;"";"";"";"";"";"";"";"";""
197568495621;Rodeway Inn;US;Brockton;1005 Belmont St;42.063783;-71.057816;drmr;"";"";"";"";"";"";"";"";""
206158430211;Days Inn Ruther Glen Kings Dominion Area;US;Ruther Glen;24320 Rogers Clark Blvd;37.93338;-77.47601;dq8z;"";"";"";"";"";"";"";"";""
223338299392;Cypress Suites;US;Cypress;6262 Lincoln Ave;33.83175;-118.02351;9qh0;"";"";"";"";"";"";"";"";""
231928233985;Fairfield Inn Saginaw;US;Saginaw;5200 Fashion Square Blvd;43.48418;-83.96907;dpsr;"";"";"";"";"";"";"";"";""
240518168577;Casino Queen Rv Park;US;East Saint Louis;200 S;38.628986;-90.174933;9yzg;"";"";"";"";"";"";"";"";""
249108103170;Wingate By Wyndham Pueblo;US;Pueblo;4711 N Elizabeth;38.32148;-104.618378;9wvd;"";"";"";"";"";"";"";"";""
257698037764;Beach Cove 411 Tower A Sierra's 1 Bedroom Condo By Prista Management;US;North Myrtle Beach;4800 S Ocean Blvd;33.791179;-78.734704;dq00;"";"";"";"";"";"";"";"";""
266287972353;Bridgetown Mill House Restaurant Inn;US;Langhorne;760 Langhorne Newtown Rd;40.189476;-74.92503;dr4s;"";"";"";"";"";"";"";"";""
274877906945;Protection Motel;US;Protection;236 N Broadway;37.202297;-99.484146;9y97;"";"";"";"";"";"";"";"";""
283467841539;Fairfield Inn Suites Chattanooga South/east Ridge;US;Chattanooga;1453 Mack Smith Rd;34.991222;-85.20835;dn5r;"";"";"";"";"";"";"";"";""
292057776130;Best Western;US;Hanford;755 Cadillac Ln;36.320124;-119.656297;9q6y;"";"";"";"";"";"";"";"";""
300647710721;Red Fox Motel;US;Lebanon;1431 W Elm St;37.65888;-92.66761;9ywn;"";"";"";"";"";"";"";"";""
300647710726;Petretti Apartments;US;Kenosha;1805 Birch Rd;42.625263;-87.82863;dp9d;"";"";"";"";"";"";"";"";""
309237645313;Super 8 Dallas South;US;Dallas;8541 S Hampton Rd;32.643793;-96.857314;9vg1;"";"";"";"";"";"";"";"";""
317827579906;Country Inn and Suites By Carlson Charlotte University Place;US;Charlotte;131 E Mccullough Dr;35.30077;-80.7538;dnq8;"";"";"";"";"";"";"";"";""
326417514498;Super 8 Kansas City Airport;US;Kansas City;11900 N W Plaza Cir;39.309014;-94.6826;9yux;"";"";"";"";"";"";"";"";""
335007449089;Best Western Saint-etienne Aeroport;US;Park City;2 Boulevard Pierre Desgranges;45.531554;4.278685;u055;"";"";"";"";"";"";"";"";""
343597383684;Casa Del Mar Inn Bandb;US;Santa Barbara;18 Bath St;34.409581;-119.693387;9q4g;"";"";"";"";"";"";"";"";""
352187318275;Homeplace Inn and Suites;US;Jacksonville;1407 E Rusk St;31.964827;-95.254599;9vsm;"";"";"";"";"";"";"";"";""
360777252865;Red Lion Anaheim Maingate Hotel;US;Anaheim;1850 S Harbor Blvd;33.801777;-117.91515;9qh0;"";"";"";"";"";"";"";"";""
369367187458;Corey Motel;US;Sioux City;1724 Rock St;42.50763;-96.37438;9ze3;"";"";"";"";"";"";"";"";""
377957122049;Candlewood;US;Clare;10918 S Grant Ave;43.830013;-84.78837;dpg9;"";"";"";"";"";"";"";"";""
386547056641;Residence Inn Billings;US;Billings;956 S 25th St W;45.7522;-108.58104;c84u;"";"";"";"";"";"";"";"";""
395136991232;Parkway Inn Jellico;US;Jellico;133 Holiday Ln;36.580692;-84.113282;dns0;"";"";"";"";"";"";"";"";""
403726925826;Comfort Suites;US;Monroe;1401 Martin Luther King Jr Dr;32.49375;-92.08275;9vy8;"";"";"";"";"";"";"";"";""
412316860417;Hometown Inn;US;Soddy Daisy;222 W Sequoyah Access Rd;35.250668;-85.18146;dn72;"";"";"";"";"";"";"";"";""
420906795010;Quality Inn and Suites;US;Richmond;3200 W Broad St;37.56611;-77.47481;dq8v;"";"";"";"";"";"";"";"";""
429496729603;Hyatt Place Pittsburgh Cranberry;US;Cranberry Twp;136 Emeryville Dr;40.67519;-80.10058;dppp;"";"";"";"";"";"";"";"";""
438086664195;Patriots Inn;US;Williamsburg;1420 Richmond Rd;37.28775;-76.721695;dq9k;"";"";"";"";"";"";"";"";""
446676598786;H��tel Les Bruy��res;US;Lebanon;Quartier Les Bruyeres Les Menuires;45.313678;6.540197;u0h9;"";"";"";"";"";"";"";"";""
455266533379;Pheasant Manor;US;Mott;507 Minnesota Ave;46.374714;-102.33582;c8pp;"";"";"";"";"";"";"";"";""
455266533383;Busy B Ranch;US;Jefferson;1100 W Prospect Rd;38.646057;-85.446671;dng5;"";"";"";"";"";"";"";"";""
463856467971;Courtyard San Marcos;US;San Marcos;625 Commercial Loop;29.824612;-97.9903;9v63;"";"";"";"";"";"";"";"";""
481036337152;Berney Fly Bed and Breakfast;US;Mobile;1118 Government St;30.684177;-88.062045;dj3q;"";"";"";"";"";"";"";"";""
481036337154;Comfort Inn - Springfield;US;Springfield;6560 Loisdale Ct;38.7756;-77.17851;dqch;"";"";"";"";"";"";"";"";""
489626271747;Suburban Extended Stay Warner Robins;US;Warner Robins;2727 Watson Blvd;32.61835;-83.67237;dju3;"";"";"";"";"";"";"";"";""
498216206337;Comfort Inn Livermore;US;Livermore;2625 Constitution Dr;37.701428;-121.814181;9q9q;"";"";"";"";"";"";"";"";""
506806140929;Profile Deluxe Motel;US;Twin Mountain;580 S Route 3 (daniel Webster Highway) Po Box 99;44.266968;-71.56098;drv5;"";"";"";"";"";"";"";"";""
515396075521;Budget Host Inn;US;Detroit Lakes;895 Highway 10 E;46.82358;-95.85734;cb7f;"";"";"";"";"";"";"";"";""
523986010112;Hotel Lavonia;US;Lavonia;890 Ross Pl;34.444512;-83.120563;dnhg;"";"";"";"";"";"";"";"";""
541165879298;Savaii Roberts Motels;US;Guymon;716 N E 12th St;36.689533;-101.473816;9wxb;"";"";"";"";"";"";"";"";""
549755813890;Uptown Motel;US;Cody;1562 Sheridan Ave;44.52608;-109.05777;9xfm;"";"";"";"";"";"";"";"";""
558345748484;Travelodge;US;Pittsburgh;100 Kisow Dr;40.45133;-80.106043;dppn;"";"";"";"";"";"";"";"";""
566935683074;Deluxe Inn Merrillville;US;Merrillville;732 E 82nd Ave;41.469446;-87.329978;dp3g;"";"";"";"";"";"";"";"";""
575525617667;Fairfield Inn Suites Spearfish;US;Spearfish;2720 1st Ave;44.48047;-103.81403;9xyj;"";"";"";"";"";"";"";"";""
592705486848;Country Lodge Motel;US;Harmony;525 Main Ave N;43.56077;-92.010704;9zwx;"";"";"";"";"";"";"";"";""
609885356032;Springhill Suites;US;Sevierville;628 Wall St;35.86827;-83.55146;dnks;"";"";"";"";"";"";"";"";""
609885356033;Holiday Inn;US;Philadelphia;10 Packer Ave;39.907322;-75.1502;dr4e;"";"";"";"";"";"";"";"";""
618475290627;Fairfield Inn & Suites Des Moines Airport;US;Des Moines;6880 Fleur Dr;41.521584;-93.64501;9zmk;"";"";"";"";"";"";"";"";""
635655159808;Motel 6;US;Stockton;6717 Plymouth Rd;38.00622;-121.350807;9qc8;"";"";"";"";"";"";"";"";""
652835028995;Midvalley Motel;US;Archbald;81 Scranton Carbondale Hwy;41.494293;-75.591644;dr6h;"";"";"";"";"";"";"";"";""
652835029000;Econo Lodge;US;Jackson;2007 Highway 71 N;43.642858;-94.994939;9zu2;"";"";"";"";"";"";"";"";""
661424963587;Norwood Inn and Suites;US;Burnsville;12920 Aldrich Ave S;44.769267;-93.291074;9zvw;"";"";"";"";"";"";"";"";""
678604832768;Howard Johnson Gallup;US;Gallup;2915 W Historic Hwy 66;35.500383;-108.727655;9w69;"";"";"";"";"";"";"";"";""
687194767361;Discovery Inn;US;Midvale;380 W 7200 S;40.62079;-111.900889;9x0r;"";"";"";"";"";"";"";"";""
687194767362;Jvd Hotels;US;Batesville;280 Power Dr;34.30856;-89.922673;dn05;"";"";"";"";"";"";"";"";""
695784701953;Miss Kitty's Boarding House;US;Statesville;162 Henry Martin Trl;35.987297;-80.98843;dnqk;"";"";"";"";"";"";"";"";""
695784701958;Days Inn Statesville;US;Statesville;703 Gaither Road/i 40 I 40;35.807181;-80.881395;dnq7;"";"";"";"";"";"";"";"";""
704374636546;Laurel Manor Motel;US;Jennerstown;1331 Pitt St;40.1635;-79.0793;dppu;"";"";"";"";"";"";"";"";""
721554505728;Enchanted Castle Hotel;US;Regent;607 Main St;46.41884;-102.561844;c8r0;"";"";"";"";"";"";"";"";""
730144440321;Townplace Suites By Marriott;US;Elko;2620 Jennings Way;40.831062;-115.79993;9rm8;"";"";"";"";"";"";"";"";""
738734374913;Super 8 Madison;US;Madison;2091 Eatonton Rd;33.55675;-83.47497;djuw;"";"";"";"";"";"";"";"";""
747324309507;Holiday Inn Express Lubbock South;US;Lubbock;6506 I 27 S;33.53581;-101.84587;9tzw;"";"";"";"";"";"";"";"";""
755914244096;Days Inn Warren;US;Warren;210 Ludlow St;41.83631;-79.16931;dprw;"";"";"";"";"";"";"";"";""
755914244101;Budget Inn;US;Oskaloosa;1210 A Ave E;41.296288;-92.63163;9zq4;"";"";"";"";"";"";"";"";""
764504178691;Hampton Inn Tucson-airport;US;Tucson;6971 S Tucson Blvd;32.124926;-110.934519;9t9n;"";"";"";"";"";"";"";"";""
773094113280;Studio 6;US;Kenedy;142 Park Place Us 181 Business At Park Pl;28.793795;-97.849655;9v47;"";"";"";"";"";"";"";"";""
781684047873;The Alexandrian, Autograph Collection;US;Alexandria;480 King St;38.80474;-77.04455;dqch;"";"";"";"";"";"";"";"";""
790273982465;Abbeville Inn;US;Abbeville;1237 Us Highway 431 S;31.55176;-85.2837;dje7;"";"";"";"";"";"";"";"";""
798863917057;Lake Motel;US;Wolfeboro;280 S Main St;43.577892;-71.195984;drtr;"";"";"";"";"";"";"";"";""
807453851648;Howard Johnson;US;Sandusky;1932 Lima Sandusky Rd;41.44144;-82.79705;dpm5;"";"";"";"";"";"";"";"";""
816043786242;Holiday Inn Spearfish-convention Center;US;Spearfish;305 N 27th St;44.478751;-103.814575;9xyj;"";"";"";"";"";"";"";"";""
824633720833;Baymont Inn and Suites Enid;US;Enid;3614 W Garriott Rd;36.39085;-97.92181;9y6r;"";"";"";"";"";"";"";"";""
824633720842;Mission Sands Vacation Rentals;US;San Diego;804 San Luis Obispo Pl;32.776337;-117.252117;9mud;"";"";"";"";"";"";"";"";""
833223655428;Knights Inn New Castle/wilmington;US;New Castle;1200 West Ave;39.698486;-75.55117;dr43;"";"";"";"";"";"";"";"";""
841813590022;Brookside Motel;US;Hill City;11586 Gillette Prairie Rd;43.95937;-103.73661;9xy4;"";"";"";"";"";"";"";"";""
858993459201;Comfort Suites South;US;Byron Center;7644 Caterpillar Ct S W;42.82547;-85.6692;dpe5;"";"";"";"";"";"";"";"";""
858993459205;La Quinta;US;Woodburn;120 N Arney Rd;45.15238;-122.88394;c208;"";"";"";"";"";"";"";"";""
867583393793;Watermark Bed Breakfast;US;Wittman;8956 Tilghman Island Rd;38.796997;-76.30522;dqcs;"";"";"";"";"";"";"";"";""
876173328387;Econo Lodge;US;Troy;1210 Brukner Dr;40.02353;-84.226265;dph5;"";"";"";"";"";"";"";"";""
884763262976;Mainsail Motel & Cottages;US;Hampton;40 Ashworth Ave;42.911366;-70.81291;drts;"";"";"";"";"";"";"";"";""
893353197571;Bay Haven Inn Bed Breakfast;US;Port Clinton;426 E Perry St;41.513161;-82.934247;dpmh;"";"";"";"";"";"";"";"";""
901943132161;Frontier Cabins Motel;US;Wall;1101 Glenn St;43.98431;-102.23931;9xz6;"";"";"";"";"";"";"";"";""
910533066753;Amisos Hotel;US;Naples;Ebusuud Cad No2;41.011854;28.978276;sxk9;"";"";"";"";"";"";"";"";""
919123001344;Raintree Inn;US;Ada;1100 N Mississippi Ave;34.786299;-96.669808;9y5m;"";"";"";"";"";"";"";"";""
927712935937;Knights Inn Aiken;US;Aiken;1850 Richland Ave W;33.565239;-81.745577;djvy;"";"";"";"";"";"";"";"";""
927712935939;Comfort Hotel Nation Pere Lachaise Paris 11;US;Carrollton;12 Rue Leon Frot;48.85366;2.38803;u09t;"";"";"";"";"";"";"";"";""
936302870532;Hampton Inn Jackson Hole;US;Jackson;350 S Highway 89;43.484384;-110.762266;9x9p;"";"";"";"";"";"";"";"";""
944892805122;Monarch of Rancho Mirag;US;Rancho Mirage;34560 Bob Hope Dr;33.798553;-116.40588;9qj0;"";"";"";"";"";"";"";"";""
944892805126;Lighthouse Motel;US;Toledo;908 N Reynolds Rd;41.64883;-83.66463;dpks;"";"";"";"";"";"";"";"";""
953482739715;Inn At Mendenhall;US;Mendenhall;323 Route 52 (kennett Pike);39.85972;-75.64614;dr44;"";"";"";"";"";"";"";"";""
970662608896;The Grove Seaside Hotel;US;Glen Burnie;Drepanon;37.531556;22.890106;sw8m;"";"";"";"";"";"";"";"";""
970662608901;Extended Stay America Princeton - West Windsor;US;Princeton;3450 Us Highway 1;40.303864;-74.67143;dr4v;"";"";"";"";"";"";"";"";""
979252543489;Mercure Curitiba Golden Hotel;US;Curitiba;Rua Desembargador Motta 2044 Batel;-25.43675;-49.28146;6gkz;"";"";"";"";"";"";"";"";""
996432412673;Americinn Lodge and Suites;US;Cody;508 Yellowstone Ave;44.516968;-109.08419;9xfm;"";"";"";"";"";"";"";"";""
1005022347265;Comfort Inn;US;Dodge City;2000 W Wyatt Earp Blvd;37.754002;-100.040634;9y8y;"";"";"";"";"";"";"";"";""
1005022347270;Baymont Inn and Suites Boone;US;Boone;1745 S E Marshall St;42.035281;-93.876328;9zmp;"";"";"";"";"";"";"";"";""
1013612281861;Turf Motel;US;Charles Town;741 E Washington St;39.29304;-77.850866;dqbx;"";"";"";"";"";"";"";"";""
1013612281866;Holiday Inn Express Colton-riverside North;US;Colton;2830 S Iowa Ave;34.020339;-117.338229;9qh9;"";"";"";"";"";"";"";"";""
1030792151042;Progress Management Co;US;Albert Lea;111 E Clark St;43.64975;-93.36861;9zv8;"";"";"";"";"";"";"";"";""
1039382085634;The Lake Point Conference Center;US;Russellville;61 Lake Point Dr;35.32157;-93.2118;9ym8;"";"";"";"";"";"";"";"";""
1047972020227;Mt. Washington Bed and Breakfast;US;Gorham;421 State Route 2;44.393265;-71.124839;drvk;"";"";"";"";"";"";"";"";""
1056561954820;Clubhouse At River Country Est;US;Piney Creek;67 Waterview Ln;36.55454;-81.33238;dnqp;"";"";"";"";"";"";"";"";""
1065151889410;Motel 6 Fort Bragg;US;Fort Bragg;400 S Main St;39.43815;-123.80602;9ppb;"";"";"";"";"";"";"";"";""
1082331758592;The White House Inn;US;Pierce;102 S 2nd St;42.19905;-97.52609;9zd8;"";"";"";"";"";"";"";"";""
1090921693184;Super 8 Carlisle-south;US;Carlisle;100 Alexander Spring Rd;40.18661;-77.21426;dr1h;"";"";"";"";"";"";"";"";""
1099511627779;Towneplace Suites;US;Bowie;3700 Town Center Blvd;38.94262;-76.73404;dqcm;"";"";"";"";"";"";"";"";""
1108101562370;Motel 6;US;Rockport;106 W 11th St;28.02077;-97.05601;9ufz;"";"";"";"";"";"";"";"";""
1116691496962;Double Eagle Hotel and Casino;US;Cripple Creek;442 E Bennett Ave;38.746787;-105.173574;9wvh;"";"";"";"";"";"";"";"";""
1116691496964;Helios Resort;US;Palm Springs;280 E Mel Ave;33.840755;-116.54468;9qj0;"";"";"";"";"";"";"";"";""
1133871366144;Best Western Plus Waterville Grand Hotel;US;Waterville;375 Main St;44.57059;-69.64012;drym;"";"";"";"";"";"";"";"";""
1133871366149;Rock A Bye Inn;US;Tigerton;N4449 Us Highway 45;44.750305;-89.06617;dpbw;"";"";"";"";"";"";"";"";""
1142461300740;Economy Inn;US;Sweetwater;207 Highway 68;35.598433;-84.51119;dn7f;"";"";"";"";"";"";"";"";""
1151051235330;Pillar Hotels Resorts;US;Pleasanton;200 Cowboy Ln;28.967194;-98.47863;9v1u;"";"";"";"";"";"";"";"";""
1159641169921;Days Inn Berea Ky;US;Berea;1029 Cooper Dr;37.6168;-84.345601;dnsj;"";"";"";"";"";"";"";"";""
1168231104516;Motel 6;US;Stockton;817 Navy Dr;37.936819;-121.299762;9q9x;"";"";"";"";"";"";"";"";""
1176821039107;La Quinta Inn & Suites Bryant;US;Bryant;408 W Commerce Dr;34.621443;-92.501182;9ynh;"";"";"";"";"";"";"";"";""
1185410973700;Sky-lit Motel;US;Green Bay;2120 S Ashland Ave;44.490314;-88.048805;dpcm;"";"";"";"";"";"";"";"";""
1194000908292;Elk Springs Resort;US;Gatlinburg;1088 Powdermill Rd;35.754868;-83.457295;dnke;"";"";"";"";"";"";"";"";""
1202590842886;Americas Best Value Inn;US;Finlayson;60671 State Highway 23;46.17973;-92.85486;cbjy;"";"";"";"";"";"";"";"";""
1211180777474;Candlewood Suites Lexington;US;Lexington;603 Adcolor Dr;38.074106;-84.497124;dngb;"";"";"";"";"";"";"";"";""
1219770712066;Hotel Millersburg;US;Millersburg;35 W Jackson St;40.554265;-81.91773;dpjw;"";"";"";"";"";"";"";"";""
1236950581249;Extended Stay America - Chicago - Westmont - Oak Brook;US;Westmont;855 Pasquinelli Dr;41.81644;-87.955;dp3m;"";"";"";"";"";"";"";"";""
1236950581254;P K Motel;US;Effingham;171 Pine River Rd;43.74063;-71.11493;drv2;"";"";"";"";"";"";"";"";""
1245540515841;Candlewood Suites Oklahoma City-moore;US;Moore;1701 N Moore Ave;35.351797;-97.495296;9y69;"";"";"";"";"";"";"";"";""
1262720385025;Microtel Inn;US;Mount Airy;1293 Newsome St;36.480987;-80.601702;dnqx;"";"";"";"";"";"";"";"";""
1271310319617;Relax Inn;US;Pompano Beach;1411 N W 31st Ave;26.211905;-80.166405;dhwv;"";"";"";"";"";"";"";"";""
1279900254208;Staybridge Suites Tyler University Area;US;Tyler;2759 Mcdonald Rd;32.322578;-95.265008;9vsr;"";"";"";"";"";"";"";"";""
1288490188802;Comfort Hotel Bernau;US;East Hickory;Zepernicker Chaussee 39/53;52.67398;13.568842;u33e;"";"";"";"";"";"";"";"";""
1297080123397;Wingate By Wyndham Chantilly / Dulles Airport;US;Chantilly;3940 Centerview Dr;38.89765;-77.43159;dqbv;"";"";"";"";"";"";"";"";""
1305670057987;Falls Motel;US;American Falls;411 Lincoln St;42.776073;-112.85909;9rxe;"";"";"";"";"";"";"";"";""
1305670057992;Campus Inn & Suites Eugene Downtown;US;Eugene;390 E Broadway;44.04972643;-123.0867326;9rb6;"";"";"";"";"";"";"";"";""
1314259992578;Comfort Suites;US;Fairview Heights;137 Ludwig Dr;38.601519;-89.994293;dnb5;"";"";"";"";"";"";"";"";""
1322849927170;Super 8 Manhattan Ks;US;Manhattan;200 Tuttle Creek Blvd;39.18027;-96.55681;9ygq;"";"";"";"";"";"";"";"";""
1331439861760;Davison St Guest House;US;Mammoth Lakes;19 Davisn Rd;37.643192;-118.99284;9qeq;"";"";"";"";"";"";"";"";""
1331439861765;Days Inn;US;Grand Rapids;311 E Highway 2;47.2348;-93.51825;cbmk;"";"";"";"";"";"";"";"";""
1348619730947;Holiday Inn Express Hotel & Suites Chicago-deerfield/lincolnshire;US;Deerfield;2600 Lake Cook Rd;42.1531;-87.8897;dp3x;"";"";"";"";"";"";"";"";""
1357209665537;The Westin Europa and Regina;US;Cave Spring;Campo Barozzi;45.431943;12.33551;u20f;"";"";"";"";"";"";"";"";""
1365799600131;Americas Best Value Inn;US;Tulsa;1016 N Garnett Rd;36.167973;-95.85119;9y7v;"";"";"";"";"";"";"";"";""
1374389534723;Texan Inn;US;Monahans;806 W Interstate 20;31.592329;-102.901798;9twg;"";"";"";"";"";"";"";"";""
1382979469315;La Quinta;US;Twin Falls;539 Pole Line Rd;42.56297;-114.46087;9rwd;"";"";"";"";"";"";"";"";""
1391569403907;Best Western Plus;US;Saint Paul;1010 Bandana Blvd W;44.971064;-93.154703;9zvz;"";"";"";"";"";"";"";"";""
1400159338498;Jacksonville Plaza Hotel and Suites;US;Jacksonville;14585 Duval Rd;30.479833;-81.648827;djmv;"";"";"";"";"";"";"";"";""
1417339207682;Sybaris Pool Suites;US;Indianapolis;5466 W 86th St;39.910885;-86.25733;dp4e;"";"";"";"";"";"";"";"";""
1417339207687;Holiday Inn Express San Clemente;US;San Clemente;35 Via Pico Plz;33.437538;-117.621732;9muq;"";"";"";"";"";"";"";"";""
1425929142273;Hotel Borgo Verde;US;San Jose;S Via Nullo 5/r;37.52297;15.060435;sqdt;"";"";"";"";"";"";"";"";""
1425929142278;City Express Irapuato;US;Mobile;Blvd Villas De Irapuato 1362;20.683032;-101.380828;9exv;-101.285;20.6676;65.0;18.3;2017-08-29;2017;8;29;9exv
1425929142278;City Express Irapuato;US;Mobile;Blvd Villas De Irapuato 1362;20.683032;-101.380828;9exv;-101.334;20.6655;64.9;18.3;2017-08-29;2017;8;29;9exv
1425929142278;City Express Irapuato;US;Mobile;Blvd Villas De Irapuato 1362;20.683032;-101.380828;9exv;-101.383;20.6634;64.9;18.3;2017-08-29;2017;8;29;9exv
1425929142278;City Express Irapuato;US;Mobile;Blvd Villas De Irapuato 1362;20.683032;-101.380828;9exv;-101.431;20.6612;65.1;18.4;2017-08-29;2017;8;29;9exv
1425929142278;City Express Irapuato;US;Mobile;Blvd Villas De Irapuato 1362;20.683032;-101.380828;9exv;-101.48;20.6591;65.3;18.5;2017-08-29;2017;8;29;9exv
1425929142278;City Express Irapuato;US;Mobile;Blvd Villas De Irapuato 1362;20.683032;-101.380828;9exv;-101.529;20.6569;65.5;18.6;2017-08-29;2017;8;29;9exv
